words,label
dimana kamu menyimpan uangnya ?,indonesia
saya akan pergi berbelanja,indonesia
sikam wat sai puari tuha jama sai adik sebai,lampung
mak teghasa tiyan ghadu tigoh di tanoh lapang pok panggung upacagha,lampung
neram kanah pedom di tenda,lampung
tiada hari tanpa belajar,indonesia
"apak kughuk kelas sikam sudi , cawa komariyah jama apakni sambil lapah mit kelasni",lampung
terima kasih banyak,indonesia
mak ngedok rang parkir sai kosong,lampung
ya pasti saya akan ke sini lagi,indonesia
ampunko segala dosa,lampung
"sija tawok ku , pak hasan tawok helau ku",lampung
api guna gham hughik maka bukahandak,lampung
mengapa mereka tidak sekolah ?,indonesia
apa kamu sudah sekolah ?,indonesia
jama mughid-mughid kelas 1,lampung
"yu , radu",lampung
lima menit gawoh,lampung
setiap pekon harus bulanggar,lampung
nomor pira nuwa na ?,lampung
rumah nya di cat hijau,indonesia
"adi kilui jama tulung jama dedi ghik niko , cawani kuti sai mit pasar beli alat-alat komputer sai diperluko",lampung
haga mit kantogh,lampung
alangkah enak nya hidup kita,indonesia
dimana saya harus menyimpan kotak ini ?,indonesia
api gawoh sai ditanom di kebun ?,lampung
apakah anda akan pergi sendirian atau dengan teman ?,indonesia
ibu haga ngebasuh panjang,lampung
ghamik ghedik-sekelik sai ghatong mit huma,lampung
"tetap sai ngejaga lingkungan sai selaras , serasi dan seimbang",lampung
kantor ku mawek jawoh jak ija,lampung
namanya ialah penggilingan,indonesia
kalau mau masuk kita harus beli dulu tiketnya,indonesia
kesimpulan sai wat lom paragrap peghtama yolah sejukni hati gham ngeghasako lingkungan hughik gham si pagun asli,lampung
tumben singgah di dija ?,lampung
ghepa kik seghadu mulang anjak sekula gawoh ?,lampung
nyak guwai pabrik,lampung
"helau nihan , jawabanmu tepat",lampung
cuba bayangko amun mak ngidok datuk jama nyaik kintu ayah gham mak ngidok munih,lampung
nyak kejebak macet,lampung
nyak haga ngembeli baju,lampung
hak ija,lampung
gham gabai mak cakak kelas,lampung
apakah getah bisa dihilangkan dengan oli ?,indonesia
pusikam wat nanda pira ?,lampung
karena sebelum dijadikan kolam tanah ini sebenarnya sawah yang subur peninggalan dari orang tuanya,indonesia
nyak kelebonan kunci mubil ku,lampung
ghik-ghikni seghadu solat magrib lapah mit guru ngaji,lampung
bagi ibu rik bapak sai haga qurban dapok ngehubungi dkm,lampung
ulah api ya dicawako sanak pagoh ?,lampung
hasan membersihkan tempat tidur husin membereskan buku-buku yang ada di meja belajar,indonesia
besar sekali kemauan anak-anak sekolah di sd terpencil,indonesia
apakah anda tahu nomor telepon ini ?,indonesia
di ruang temui,lampung
disana letak nya gunung seminung,indonesia
kami sholat ied di masjid agung,indonesia
"di lom wacana lingkungan keluarga ngedok papa , mama , umpu , siti ghik kemaman keminan",lampung
perusahaan sekam lagi cutik ngenerima orderan,lampung
tahun pira pusikam lahir ?,lampung
dimana kebun binatangnya,indonesia
apa yang kamu pegang itu ?,indonesia
tidak terlalu besar,indonesia
karena itu banyak rakyat yang tidak tahan tinggal di wilayah kerajaan itu,indonesia
"adek , kalau memanggil abang jangan menyebut namanya ya dek",indonesia
bibi menapi beras dedeknya terhempas semua,indonesia
bapak nya memparkir mobil nya di tempat parkir,indonesia
mereka tidak sekolah di hari minggu,indonesia
manuk ni ghadu butahlui,lampung
saya hanya penggarap,indonesia
"pak , dacok kodo puskam ngomandoi gerakan bersih lingkungan ?",lampung
berapa topi merah yang ada di kotak nomor enam ?,indonesia
tanggal 29 desember 2008 kita libur 1 muharam itu tahun baru islam,indonesia
terima kasih untuk tumpangannya,indonesia
"pak , kami minta supaya tuan menjadi pembina upacara",indonesia
saya memanggil bibi karena ia adik perempuan ibuku,indonesia
ilham sudah sekolah,indonesia
sakik na timbul unggal lima belas menit,lampung
kak kedau muni niku ngurusko tenanom sija ?,lampung
dang lupa ngisi daftar hadir,lampung
"kaghangan bebas , namun tetap teikok jama atughan kebahasaan sai digunako lom kaghangan sina disebut prosa",lampung
"anaknya , amir dan ani , anak yang rajin pintar patuh dengan orang tuanya",indonesia
adik lapah sekula ngebatok tas halom dan makai tupi suluh handak,lampung
enggal dibi isman nyigham kebun,lampung
ini yang terbaik,indonesia
"anak-anak jangan ribut ya , menganggu kelas sebelah !",indonesia
motor ini bisa menampung bensin sampai tiga liter,indonesia
saya tidak punya banyak tugas hari ini,indonesia
penceramahni kung ratong,lampung
"pak , kami minta kiranya buku-buku pelajaran di perpustakaan itu ditambah",indonesia
zat-zat gizi diakuk jak hiwan ghik bebukan,lampung
saya tidak punya banyak uang,indonesia
ja geluk,lampung
saya mau beli yang baru	,indonesia
api buka di rani biasa ?,lampung
"yang merah menandakan kendaraan musti berhenti , yang kuning agar kendaraan mengurangi kecepatan",indonesia
apak ghisok ngejala di kulam,lampung
qurbanni dapok di titp di dkm,lampung
api rupa rani ganta sa ?,lampung
ini ada lima pensil,indonesia
bagaimanakah cara mengucapkannya ?,indonesia
umum nya jalan cerita dalam prosa narasi ialah maju mundur,indonesia
api dija wat sai dacok ngumung bahasa lampung ?,lampung
"sanak-sanak dang ghibut yo , ngeganggu kelas sebelah !",lampung
wah mak tihitung lagi mati nayah kerjaan ibu di lamban sina,lampung
pokok pikiran dalam paragraf ke 3 ialah pembukaan ladang baru merusak hutan,indonesia
pok sehaluan wat di lantai lima,lampung
ibu menyiram bunga setiap pagi,indonesia
abang macul sabah,lampung
"ita dan ati cawa jama bu guru , bu sikam haga mit bulakang",lampung
"dipa si niku pilih , si bighu atau si koneng ?",lampung
mubil ku cadang,lampung
umur berapa bulan tanaman jagung boleh dipanen ?,indonesia
sekarang pinggir nya di kelilingi jalan raya,indonesia
puskam jak dipa ?,lampung
beliau ratong jak pesantren,lampung
"pak , kapan kami masuk sekolah setelah libur ?",indonesia
ki seunyinni kak siap gughu ngebunyiko kaset senam pagi,lampung
ini pak tono,indonesia
dipa rang luwahna ?,lampung
bagaimana perasaanmu ?,indonesia
apakah anda stress ?,indonesia
saya belum wudlu,indonesia
"bu ani cawa jama ke ghuwa anakni , kuti dija yu",lampung
kita harus parkir disebelah sana,indonesia
berapa puluh durian yang dapat di cari mereka ?,indonesia
maaf tunggu sebentar,indonesia
tolong panggilkan ambulan,indonesia
ah mak api-api,lampung
pelatih tari lampung itu namanya ibu tuti,indonesia
nyak betoh,lampung
tahun pigha gunung krakau meletus ?,lampung
"bukan buatan orang , karunia tuhan yang maha kuasa",indonesia
halok na haga telat cutik,lampung
tiyan makdok sai mak ghatong ulah tiyan geghing nihan jama main sepak bal,lampung
"sekarang lanjutkan , murid perempuan",indonesia
tuan mau ke mana ?,indonesia
api kidah gham jadi latihan tari bedana kanah debi ?,lampung
"apikah ia rajin , ratong mit sekula ?",lampung
ya wat lamon pegawai,lampung
"sabagh pai komariyah makkung kemawasan , cawa apakni",lampung
kapan terakhir kita boleh menyerahkan tugasnya ?,indonesia
siapa yang ikut senam pagi ?,indonesia
"murah , apa tidak dapat kurang harganya ?",indonesia
nyak gering pelajaran matematika,lampung
febi jak miwang matani bekaca,lampung
nyak haga wat ujian bulan hadap,lampung
serebok,lampung
tidak jahat pada temannya,indonesia
"ani berkata kepada bu guru , bu , hamba mau ke belakang",indonesia
pak camat ngigokkon nasehat jama muli meghanai masalah narkoba,lampung
berapa kali panennya ?,indonesia
sanak sikam bekeluarga jama jelema lampung,lampung
"bu , kunpa sikam libur ?",lampung
boleh saya ajak teman saya ?,indonesia
tulung teken pai dija,lampung
mengan ghik nginum yaddo kepeghluwan pokok,lampung
malam ini ibu dan bapak diundang walimahan,indonesia
ayolah sama-sama bertamasya bersuka gembira,indonesia
"di kampung kita merasakan lingkungan hidup yang masih asli , pohon pohon yang hijau",indonesia
kamus bahasa lampung yang mana ?,indonesia
kita mendengar dari cerita pengalaman teman kita yang berlibur ke dusun yang musim buah-buahan,indonesia
"bu , nisa haga nginjam kamus bahasa lampung di perpustakaan",lampung
"bu aminah ngayun sanak-sanak sekelas , kuti kerjako soal sai wat di halaman 13 tigoh 15 sebagai pr",lampung
bu bidan sedang mengobati kaki eri terkena kaca,indonesia
"nutuk munih ngeghamikko seunyin pengusaha , ghik dinas instansi , ucak apak ngeghaduko ceghitani",lampung
mak haga hor?k,lampung
apakah anda sudah sarapan ?,indonesia
kak derani hallo api kabar ?,lampung
dang cawa amun mak ngenah tenggalan,lampung
di lampung utara wat bendung way rarem,lampung
siapa nama temannya farida ?,indonesia
pokok cerita tentang apa cerita itu disebut tema,indonesia
di dunia hidupnya susah,indonesia
armin lagi mencoba motor barunya,indonesia
nanti saya kembali lagi,indonesia
"wah nyak lakkung , beghebei nyak mak sekula",lampung
kamu apa kabar ?,indonesia
di dipa nyak dapok ngebeli peratong ?,lampung
nukman nugal tanoh guwai nanom jagung,lampung
alangkah indahnya desaku,indonesia
"geghal pahlawan di daighah lampung bagian selatan yaddo batin mengunang , raden intan 2 , raden imba ghik raden intan 1",lampung
jangan melakukan pekerjaan mencuri,indonesia
permisi apakah ada telepon umum di sekitar sini ?,indonesia
api janji ni komariyah seghaduni neghima rapor ?,lampung
dimanakah lokasi sekolah sekitar sini ?,indonesia
sikam ngandengini kisah lucu tegelegai,lampung
smp 2 dengan smp 1 waktu karnaval jalan saling beriringan,indonesia
ijah negham mulang tano,lampung
rapikan kamar itu karena akan ditiduri tamu dari palembang !,indonesia
waktu ghani libur,lampung
korban banyak kalau seperti itu siapa yang disalahkan,indonesia
kapan anda tiba di lampung ?,indonesia
terima kasih sudah datang,indonesia
nyaik maghing dang ditinggal tenggalan,lampung
saf sai lagi kosong tulung di isi ayin sah sembahyangni,lampung
lihatlah alangkah banyanya buah jagung itu dibawa ke rumah mereka,indonesia
mahap nyak mak pandai ukuran na,lampung
siapa saja yang suka memuji nita sama iwan ?,indonesia
kita besok mau ke pantai,indonesia
ayo salaman dulu,indonesia
dipa sai ngeghupako fonem ?,lampung
nyak minggat jak sekula,lampung
tempatnya kotor,indonesia
"amun puskam haga mit disan , payu sikam attak-ko",lampung
saya mau menyimpan uang,indonesia
siapa yang menerima rapor dari guru kelas ?,indonesia
dang ghibut !,lampung
ku jamukkon di dapor,lampung
di dalam lingkungan keluarga ada papa dan mama,indonesia
jeno sikindua dilulih jama bu gughu,lampung
di dalam saku celana 	,indonesia
dipa penyanyi dangdut rt gham si helau sina,lampung
"disana banyak juga tanaman yang lain tanaman sayuran , kacang kacangan dan jagung",indonesia
ayo kita tidur sudah malam,indonesia
yu sikam wat sekelik dija,lampung
begitu juga kalau bapak sama ibu nya pergi selalu membawakan inginnya buku-buku buat mereka berdua,indonesia
dipa pok ku ngembeli kani’an waynginum ?,lampung
di taman wat kambang mawar,lampung
kami mau membeli kamus bahasa lampung,indonesia
damon dapok nyak haga nukor duit sija ?,lampung
di dipa ruang guruni ?,lampung
"anak-anak , kalian harus belajar sebaik-baiknya",indonesia
perbuatan yang merugikan orang lain,indonesia
"adi cawa jama pak guru , pak hikam haga balik",lampung
apa sudah mengerti ?,indonesia
saya punya satu juta,indonesia
masjid ni jawoh jak ija,lampung
apa anda punya yang baru ?,indonesia
ari sedang menyabut uban kakeknya,indonesia
saya tidak nafsu makan,indonesia
"tulung telepon nyak luwot tini , nyak lagi siwok",lampung
nyak radu betong,lampung
ya ghadu wat mansa hasil lebih jak seghatus lima puluh juta anjak mudalni dihak pak ngepuluh juta ghepiah,lampung
adik sedang minum susu,indonesia
ari pergi ke sawah menangkap burung pipit,indonesia
sabah ghik huma ni beghak,lampung
saya mau ke rumah nya pak kepala sekolah,indonesia
di ghani minggu sai ghadu liwat,lampung
tolong isi penuh bensinnya,indonesia
dia berambut pendek,indonesia
pengajiannya dimulai ba’da isya,indonesia
"pak , berapa hari kami libur setelah bagi rapor ?",indonesia
api pusikam wat sekelik di lampung ?,lampung
di jalan raya sering ada kejadian kecelakaan lalu lintas,indonesia
unggal ghani senin bel kabunyi pukul pitu,lampung
alangkah besarnya rahmat tuhan ku terhadap orang di dunia,indonesia
nyak tinggal dija,lampung
apakah anda lapar ?,indonesia
ceramahnya membosankan,indonesia
seghaduni si jadi kucing buta mesti dapok nekkop tikus,lampung
di pekon lamon bebuahan,lampung
kakekku namanya soleh,indonesia
pok sai dipakai guna main bal yalah lapangan,lampung
ghikku nganggukko hulu tanda siap adu lelayangan,lampung
ayah betapa kuhaghepko,lampung
ayah nebang batang sina makai candung,lampung
unggal pukuk pak dibi tiyan nyepok ghik-ghik guwai latihan mai bal cukut,lampung
sudah lama kita tidak ngobrol seperti ini,indonesia
siger dalam pakaian adat lampung pepadun punya sembilan jeruji,indonesia
"komariyah kehanjakan nihan hatini ulah rapor semester 1 haga dibagikon gughu kebiyan hinji , dighasakoni mak tenang hati",lampung
"ulah ghajin ngebaca buku , nita jama iwan di kelas selalu massa nilai sai paling ghanggal",lampung
apa nama belakang anda ?,indonesia
dimana rumahmu ?,indonesia
nyak tinggal di blambangan umpu,lampung
kebersihan sina sebagian jak iman,lampung
apakah anda suka tinggal di sini ?,indonesia
di dipa rang ngebeli kanikan,lampung
ya saya suka,indonesia
nyak haga sanga gelas puan,lampung
haji yusuf mencari durian yang lain,indonesia
berapa harga obat ini ?,indonesia
"tanya hasan dengan gurunya , anda mau ke mana pak ?",indonesia
di dusun kami belum punya sekolah lanjutan,indonesia
pira tijang na ?,lampung
"pak tono bertemu anaknya , katanya dari mana kamu ?",indonesia
niku kado sai ngebuntorkon kumbang jo,lampung
sendiri diletakkan ditempat itu terlindung dari hujan supaya jagung itu cepat kering,indonesia
kik adu jak budandang alat-alatni sai nguruki sapa ?,lampung
acagha api sai wat di danau ranau ?,lampung
jamaah harap mengisi saf yang masih kosong,indonesia
"silahkan masuk , tunggu sebentar bapak masih di jalan",indonesia
"amir berkata dengan bapaknya , pak hamba mau pulang",indonesia
nyak mak betoh,lampung
dimana rumah tuan ?,indonesia
menuntut orang yang berbuat sewenang-wenang,indonesia
ya patuh jama nasihat hulun tuha ghik guru,lampung
"amun gigimu mak disikat jama udul , kanah disan wat kelelawagh",lampung
nyak amapi gawoh beguai di dija,lampung
nyak haga ratong seradu niku sekula,lampung
menyalin bahasa indonesia ke dalam bahasa lampung dapat kita lakukan dengan menggunakan kamus bahasa indonesia lampung,indonesia
jam berapa busnya tiba ?,indonesia
di dekat kantor polisi,indonesia
gham bulamban ghuwa,lampung
"mahap , wat duit lunik ?",lampung
sikam temebeng ngedenggi kisah hinji,lampung
sikam gata lagi nyambuk tamu,lampung
murid-murid belajar di dalam kelas,indonesia
temon ulah ya ghajin ngeni pupuk ghik ghajin ngejuguk,lampung
siapa nama ayahmu ?,indonesia
siapa nama temanmu itu ?,indonesia
bagaimana keadaan kalian disini ?,indonesia
lamon hulun sai ghabai beniyat jahat,lampung
adikku gelaghni hilda,lampung
saya belajar bahasa lampung setiap hari,indonesia
gelagh pahlawan lampung sai terkenal yalah raden intan,lampung
jika ditulis sama aksara lampung judul bacaan itu adalah,indonesia
sinji sughat ni sahabatku rahman,lampung
kendaraan sai wat di lautan yalah kapal api,lampung
amun ghakyat mak bayagh pajak hukuman ni di penjaghako sampai apak-apak tiyan wat sai nebus sebalak pajak sai haghus di bayagh,lampung
kurang hasin mikmis peros lalak,lampung
rapor ni sapa sai haga dibagiko ghani sinji ?,lampung
"terima kasih pak , hamba permisi dulu salamlikum",indonesia
apa saja yang disuruh oleh guru diikuti dan dikerjakan mereka rajin benar,indonesia
aminah ngiyau pighing,lampung
niku dapok lapah kukut,lampung
sedang apa mak ?,indonesia
sai mak disukai ghakyat di tanoh lampung yaddo penjajah,lampung
bapak di sawah,indonesia
saya tidak mengerti tolong jelaskan lagi,indonesia
"buah-buahan sai wat di pekon ghik lom prosa yalah mangga , rambutan , deghiyan",lampung
sebab balakni pajak sina mak sesuai jama hasil atau pendapatan ghakyat,lampung
kamu apa yang membulatkan bunga ini,indonesia
"mari tuan-tuan yth meningkatkan keimanan , kata ustad sama bapak-bapak pengajian",indonesia
"raja jama patih jama-jama ngemik sifat kejem , bengis , gampang matiko holon",lampung
di dipa rang nyegok mukena sahungni ?,lampung
tidak kami tidak menerima pesanan,indonesia
pendekar sebai ngebila mengian,lampung
murid-murid pergi ke sekolah,indonesia
gham nengi bendi yalah kendaraan sai ditarik kuda,lampung
sapi naghik geghobak mit huma,lampung
"pak haji ngejawab penglulihan andi , nyak mulang jeno pagi",lampung
pira kali musim na ?,lampung
yang tidak termasuk bentuk kata berimbuhan ialah kata imbuh,indonesia
di lingkungan keluarga tentu ada ayah dan ibu,indonesia
berapa liter motor ini bisa menampung bensin ?,indonesia
"selain diberi pupuk , tanaman jagung itu diberi juga obat-obatan anti hama dll",indonesia
saya tidak mengerti apapun,indonesia
neram jemoh haga mik pantai,lampung
lagi api puskam pak ?,lampung
nyak belajar bahasa lampung jama kanca,lampung
berapa nilai pantun-mu ?,indonesia
siapa yang menolong haji yusuf menanam jagung ?,indonesia
ibu ngebeghsiko tengebah depan lamban makai kughit,lampung
amun gham haga mengan jama nginum di pok wisata mula gham lapah mit kantin,lampung
herman menanam padi di ladang,indonesia
kapan kalian libur ?,indonesia
ngidok penjajah ya mak ghila jama putra tercinta angkat senjata,lampung
sapa sai menang butanding jeno ?,lampung
mereka mau menolong,indonesia
ceghitani timbal apakni,lampung
buwokna suluh,lampung
saya tidak mudik saya di rumah saja,indonesia
"ia selalu patuh jama ulun tuhani , cawa gughu",lampung
kita harus patuh bapak ibu guru supaya tidak menyesal di dunia nanti,indonesia
di dipa musholah ni ?,lampung
dimana kantor informasinya ?,indonesia
saya pergi ke apotik,indonesia
ulah api ya buusaha gigih ngelawan penindasan penjajah belanda ?,lampung
liburan sekolah yang lalu saya berjalan-jalan ke taman way kambas,indonesia
nua sai ukuran na lunik,lampung
tempat itu berada di ujung jalan ini,indonesia
anda sudah sekolah selama berapa tahun ?,indonesia
bibi na cutik gawoh,lampung
pembatas bidang sabah sai jama baghihni beghupa tumpukan tanoh lebih kughang ukughanni jalan setapak yalah tanggul,lampung
apakah anda kesulitan sampai ketempat ini ?,indonesia
nyak ngerasa renu,lampung
unyinni ulun pasti haga sihat,lampung
api niku wat sai ampai ?,lampung
belajagh di sekula tukun,lampung
apa yang bisa saya bantu ?,indonesia
gajih ku sekahlau balakna,lampung
kumisna nipis,lampung
mahap nyak mak kelai nganik suda,lampung
rasani mantap,lampung
saunyin tanoman jagung sina mak ngidok sai diganggu hama,lampung
nyak lebih suka rintok di tiyuh,lampung
kamu mau ke mana ?,indonesia
kantor saya tidak jauh dari sini,indonesia
ini ada sembilan baju cokelat,indonesia
mana yang kau pilih yang putih atau yang merah ?,indonesia
pak jimo wat lom kamagh,lampung
dipa restoran na ?,lampung
nyak penangguran,lampung
tolong cek ban mobilnya,indonesia
"sayang peghjuanganni singkat temon , ulah penghianatan holon tenggalan",lampung
duit adik lebon dipikken bupeselokan lemari,lampung
mereka naik mobil ke pasar,indonesia
"alangkah indahni amun ajaran agama sina dilaksanako gegoh beibadah , belajagh ghik bebakti jama hulun tuha",lampung
sikam haga belajar bahasa lampung,lampung
radu inji neram mik rang sai lain,lampung
"sayang perjuangan nya singkat sekali , karena apa ?",indonesia
api sebuttanni kebiasaan gotong royong si ghadu jadi adat ni jelma lampung ?,lampung
ayahni nyabuk kikim di huma,lampung
dimanakah alamatnya ?,indonesia
wat tulisan lom bahasa indonesia,lampung
kita membaca di wacana panen jagung,indonesia
mereka dapat dua puluh durian,indonesia
makkung ghani tanpa belajar,lampung
"ali ghik ni komar , tiyan lapah ngawil mit way seputih",lampung
"mari lah , terima kasih",indonesia
dipa pok sija ?,lampung
nyak begadang,lampung
lagu yang menarik hati,indonesia
dengan sikap apa belanda dapat menangkap raden intan ?,indonesia
jadi pandai ya kau berpantun ?,indonesia
nyak tinggal jawoh jak ja,lampung
"ruri terkena musibah , kita harus memberi semangat kepada dia",indonesia
orang yang naik haji kendaraannya ialah pesawat udara,indonesia
mana kata yang bersuku tiga ?,indonesia
nyak rasa mak bangik,lampung
sija layon sai paling helau,lampung
nyak haga luar kota jemoh,lampung
"bu , permisi hikam haga mit dughi",lampung
api wat duit pas ?,lampung
berapa besar keuntungan yang bapak peroleh ?,indonesia
karim ngemaling sapi di pekonni tenggalan,lampung
mengan ghik nginum ghadu jadi kepeghluan seghani-ghani,lampung
nyak hening di lampung,lampung
kedau balak keuntungan sai bapak nerima ?,lampung
tiap jumat tengah siang mereka pergi ke mesjid guna sholat jumat,indonesia
jarang,indonesia
dang ribut wat sai lagi baca al-quran,lampung
hutangmu sawik ribu lagi,lampung
cawa gughu sanak-sanak dang ghabai,lampung
saya akan wawancara kerja,indonesia
tia kegheghingan nulis,lampung
"dalam segala hal , dalam segala kerjaan",indonesia
nuntut holon sai beguwai sewenang-wenang,lampung
tiap jumat tengah dawah ghikku lapah mit mesjid haga sholat jumat,lampung
ya selalu ngebela jelma kesusahan julukni mata pak sebab sangun ya ngedok mata pak,lampung
api niku wat nomor ktp ?,lampung
"mudah-mudahan tidak pak , jawab komariyah",indonesia
hati-hati jama berang usunganni ketinggalan,lampung
ngebela kematian ayah sai dipatiko musuh,lampung
baju ini kebesaran,indonesia
saya merasa lesu,indonesia
ya rajin beribadah belajar ghik nulung hulun tuha,lampung
adik sedang mandi karena mau sekolah,indonesia
saya lahir di lampung,indonesia
walau begitu dia tidak sombong,indonesia
apakah anda merokok ?,indonesia
petani menjual hasil panen nya,indonesia
tuangko sai gelas wai !,lampung
sapa sai berani haga ngehadopi masalah hinji,lampung
nyak lapah hung apotik,lampung
padi yang dijemur yang tidak ada isinya terhempas semua,indonesia
berapakah suhu udaranya ?,indonesia
adik pergi sekolah membawa tas hitam dan memakai topi merah putih,indonesia
ayah memotong batang itu memakai golok,indonesia
ahmad lapah mit sekula bagheng ghik-ghikni,lampung
tiyan mit kota cakak api ?,lampung
kita datang paling awal,indonesia
kenaloman ni mak ngedok sai nandingi yakdo ilmu pincak kebatinan,lampung
asalku lampung,lampung
apakah penyakitnya serius dokter ?,indonesia
buwokna cokelat,lampung
ridik kantor pulisi,lampung
keluarga ilham,lampung
dia berambut hitam,indonesia
dang lupa ngusung tenda sai cukup balak,lampung
kangkung hinji bangikni ditumis,lampung
kamu jangan suka berkelahi di sekolah,indonesia
muli udi mekik kilu tulung,lampung
"wacana sanak sai betik tegolong prosa narasi , dilomni wat hal-hal gegoh dibah hinji , sai layin yalah contoh-contoh",lampung
itu juga guru dan pegawai harus memakai baju seragam,indonesia
ghadu mak dapok sai mejong dihadapan mata tejelit nuntun ulun sai lagi betanding,lampung
ariyanto begughau jama ervan,lampung
saya pegawai negeri,indonesia
sengsara di dunia begitu juga didalam kubur,indonesia
membela kematian ayah yang dibunuh musuh,indonesia
di dusun banyak buah-buahan,indonesia
hinji gambar ilham ghik imah,lampung
"ponten helau , ponten bura , kelas , jadwl sekula saunyinni wat di sekula",lampung
dia galak,indonesia
nyak butuh latihan,lampung
dimana tempat ini berada ?,indonesia
ghamik pedagang ghik pembeli di pasagh,lampung
mana yang bukan fonem ?,indonesia
"o , juk ghena selamat beolah raga",lampung
mereka yth sedang bermusyawarah dengan pihak besan,indonesia
lawan regu saya kebobolan 1 0,indonesia
bayoh cutik,lampung
pinggangnya kekecilan,indonesia
api pekerjaan mu ?,lampung
di ghani ahad sikam jejama ngebersihko tengebah lamban,lampung
sahrul mulang jak sekula langsung mit warnet laju ya dibutongi inakni,lampung
at nyak makdok duit,lampung
"hamba pak , yang nama nya boy",indonesia
unggal ghani ahad ghamik sai ghatong sai haga nuntun lahgu liman sina,lampung
darimanakah anda berasal ?,indonesia
"mulang sekula , tiyan ghuwa wat di toko buku",lampung
sapa geghal ayahmu ?,lampung
mari kita belajar lebih giat supaya naik kelas,indonesia
sekarang tanggal tiga puluh satu,indonesia
udang ini di jakarta dikemas didalam peti es mau diekspor ke jepang atau dijual ke negara luar yang lain,indonesia
bapak berangkat jam pigha ?,lampung
kendaraan itu berfungsi sebagai alat penghubung,indonesia
disana wat jengan mangkalkonni,lampung
tolong ulangi sekali lagi,indonesia
"permisi pak , hikam wat peghlu jama ghik hikam, haga nginjam kamus",lampung
bolehkah saya meminjam telepon anda ?,indonesia
saf yang masih kosong harap diisi supaya sah sholatnya,indonesia
gham wajib ngejalankon perintah agama,lampung
bagaimana perasaanmu tadi ketika berpantun ?,indonesia
karena apa adikmu menangis ?,indonesia
"di dalam wacana lingkungan keluarga ada papa , mama , kakek , nenek dan paman bibi",indonesia
hinji wat lima petelut,lampung
orang-orang biasa memanggil saya abang,indonesia
malem mencoba sepatu barunya,indonesia
tidak saya tidak punya uang,indonesia
nomornya sibuk tidak ada yang mengangkat,indonesia
apakah anda terluka ?,indonesia
"silahkan masuk , tunggu sebentar ibu lagi di dapur",indonesia
dipa petenis si buasal jak amerika sina,lampung
saya sudah bekerja selama enam tahun,indonesia
tanggal pira ganta ?,lampung
sepertinya kembaliannya kurang,indonesia
makan dan minum yaitu keperluan pokok,indonesia
kenalkon sija rek ku gelarni tono,lampung
ayah pergi,indonesia
desa kedaton mempunyai rumah adat bagus sekali,indonesia
"alangkah indahnya kalau ajaran agama itu dilaksanakan seperti beribadah , belajar dan berbakti sama orang tua",indonesia
simpan dulu mainannya !,indonesia
polisi haga nyepok ahmad sampai disan ghangukni kenebok,lampung
"bu aminah menyuruh anak-anak sekelas , kalian kerjakan soal yang ada di halaman 13 sampai 15 sebagai pr",indonesia
senang dacok betungga luwot,lampung
mau ke mana kamu ?,indonesia
api gawoh si ditanom di humani tamong muhammad ?,lampung
ke mana yudi dan reza setiap hari minggu ?,indonesia
berapa orang saudara yang anda punya ?,indonesia
saya simpan di dapur,indonesia
pira rega suku cadangna ?,lampung
salam jama andung,lampung
tanda-tanda lalu lintas api gawoh sai niku pandai ?,lampung
"setiap hari ku siram semua , mawar melati semua nya indah",indonesia
api niku haga lapah pesai atawa ngedok tawok ?,lampung
sinalah kelakuanni sanai sai males sai nyusahko holon tuha,lampung
"alangkah sejuk hati gham , ngeliyak lingkungan hughik gham si pagun asli",lampung
"astaga , ya mak cacak kelas !",lampung
dipa bengkel sai ridik benor ?,lampung
api niku ngereti,lampung
komariyah menunggu di luar kelas sama teman-temannya,indonesia
saya minggu depan mudik,indonesia
siapa yang jadi imam hari ini ?,indonesia
api kanah wat perbaikan nilai ?,lampung
"di kelas bu guru cawa , sanak-sanak kuti harus belajar temon-temon",lampung
rang parkirni uwat di sebelah dudi,lampung
assalamualaikum,lampung
saya mau membuka deposito,indonesia
api niku pandai api cara hung uda ?,lampung
berawan,indonesia
udang yang sudah umur enam sampai delapan bulan atau yang didalam sekilogram ada lima sampai enam udang dapat diambil hasilnya,indonesia
sekarang pukul sepuluh lebih lima menit,indonesia
berapa hari anda tinggal disini ?,indonesia
25 desember itu ialah hari libur peringatan natal,indonesia
nyak kak munni mak makaina,lampung
mula-mula diambil nya surat itu lalu dibuka nya setelahnya dibaca,indonesia
anaknya melawan orang tuanya,indonesia
"sabah , pacul , aghit tergolong cawa sai berhubungan jama bercocok tanam",lampung
lamban gughuni mak jaoh anjak sekula,lampung
minan nyaniko sikam taplak meja,lampung
maaf saya terlambat,indonesia
tokoh ahmad dalam prosa narasi anak yang baik tidak mempunyai sikap suka membandel,indonesia
"sebetikni kuti ghumpok sebagai pengendara mutur ngemik sim , cawa polisi jama holon-holon si makkung ngemik sim hina",lampung
"hijaunya batang-batang dengan dedaunan , betapa indahnya !",indonesia
bisakah anda menunjukkan jalan menuju hotel ?,indonesia
nyak haga mulang,lampung
kita pergi ke ladang melewati jembatan gantung,indonesia
mereka pergi pulang,indonesia
"makanan asalnya dari biji-bijian , buah-buahan , dan binatang",indonesia
pagi-pagi mereka sudah pergi ke sekolah sebelum lonceng berbunyi,indonesia
gham nunggai tamong ganta !,lampung
kak helau,lampung
